,outcome,prediction
4103,0,0.018647246
4104,0,0.018643124
4105,0,0.018639248
4106,0,0.01863371
4107,0,0.01863051
4108,0,0.018622508
4109,0,0.018618472
4110,0,0.018616565
4111,0,0.018615477
4112,0,0.018615477
4113,0,0.018615477
4114,0,0.018613378
4115,0,0.018608335
4116,0,0.018598836
4117,0,0.018593553
4118,0,0.018593475
4119,0,0.018578593
4120,0,0.018567469
4121,0,0.018564722
4122,0,0.018557087
4123,0,0.018556055
4124,0,0.018555107
4125,0,0.01854811
4126,0,0.018547269
4127,0,0.018529698
4128,0,0.018518951
4129,0,0.018518256
4130,0,0.018515239
4131,0,0.018513115
4132,0,0.018511912
4133,0,0.018485246
4134,0,0.018473487
4135,0,0.018467069
4136,0,0.018466353
4137,0,0.018463613
4138,0,0.018454324
4139,0,0.018443912
4140,0,0.01844326
4141,0,0.018441832
4142,0,0.018439796
4143,0,0.018438907
4144,0,0.018436102
4145,0,0.018435109
4146,0,0.018432811
4147,0,0.018431326
4148,0,0.018422198
4149,0,0.018419774
4150,0,0.018408043
4151,0,0.018406466
4152,0,0.018402694
4153,0,0.018400824
4154,0,0.018398887
4155,0,0.018397793
4156,0,0.018394109
4157,0,0.018391959
4158,0,0.018384442
4159,0,0.018381028
4160,0,0.018369721
4161,0,0.018362004
4162,0,0.018358057
4163,0,0.018343285
4164,0,0.018333619
4165,0,0.018332589
4166,0,0.018330727
4167,0,0.018326743
4168,0,0.018320948
4169,0,0.018320097
4170,0,0.018311478
4171,0,0.018308157
4172,0,0.018304652
4173,0,0.018297914
4174,0,0.018291572
4175,0,0.018283196
4176,0,0.018276047
4177,0,0.01827158
4178,0,0.01826633
4179,0,0.01826217
4180,0,0.018261328
4181,0,0.018257106
4182,0,0.018255893
4183,0,0.018252438
4184,0,0.018243497
4185,0,0.018241853
4186,0,0.018236725
4187,0,0.018234242
4188,0,0.018233912
4189,0,0.018226115
4190,0,0.018220766
4191,0,0.018220246
4192,0,0.018215708
4193,0,0.018212693
4194,0,0.01821235
4195,0,0.018202402
4196,0,0.018196717
4197,0,0.018193526
4198,0,0.018192708
4199,0,0.018190697
4200,0,0.018190436
4201,0,0.018186262
4202,0,0.018185839
4203,0,0.018184662
4204,0,0.018179517
4205,0,0.018172776
4206,0,0.018171962
4207,0,0.018167153
4208,0,0.018166935
4209,0,0.01816369
4210,0,0.018163508
4211,0,0.018161245
4212,0,0.018159673
4213,0,0.018156273
4214,0,0.018154446
4215,0,0.018150561
4216,0,0.018150561
4217,1,0.018150561
4218,0,0.018150561
4219,0,0.018150561
4220,0,0.018148733
4221,0,0.018146466
4222,0,0.018136796
4223,0,0.018134177
4224,0,0.018131522
4225,0,0.018125663
4226,0,0.018119622
4227,0,0.018119002
4228,0,0.018119002
4229,0,0.018119002
4230,0,0.018095288
4231,0,0.018092765
4232,0,0.018091815
4233,0,0.018084371
4234,0,0.018083224
4235,0,0.018082807
4236,0,0.018076254
4237,0,0.01807457
4238,0,0.018074421
4239,0,0.018065769
4240,0,0.018064382
4241,0,0.018041786
4242,0,0.018031847
4243,0,0.017997844
4244,0,0.017993305
4245,0,0.017984727
4246,0,0.017984459
4247,0,0.017982261
4248,0,0.017978951
4249,0,0.017977562
4250,0,0.017977351
4251,0,0.017974794
4252,0,0.017972581
4253,0,0.017962003
4254,0,0.01795879
4255,0,0.017958708
4256,0,0.017944854
4257,0,0.017938282
4258,0,0.017931087
4259,0,0.017930826
4260,0,0.017930439
4261,0,0.017924504
4262,0,0.017922111
4263,0,0.017917059
4264,0,0.017912386
4265,0,0.017904529
4266,0,0.017900161
4267,0,0.017898191
4268,0,0.017895341
4269,0,0.017893633
4270,0,0.017891537
4271,0,0.017880162
4272,0,0.01787447
4273,0,0.017873129
4274,0,0.017873129
4275,0,0.017870534
4276,0,0.01786923
4277,0,0.017868131
4278,0,0.017861439
4279,0,0.017857527
4280,0,0.017853418
4281,0,0.017842839
4282,0,0.017839013
4283,0,0.017839013
4284,0,0.017839013
4285,0,0.017839013
4286,0,0.017839013
4287,0,0.017837107
4288,0,0.017826585
4289,0,0.017820723
4290,0,0.017813316
4291,0,0.017805858
4292,0,0.017802322
4293,0,0.017796095
4294,0,0.017795771
4295,0,0.017795352
4296,0,0.017792569
4297,0,0.017791854
4298,0,0.017786745
4299,0,0.017776474
4300,0,0.017774895
4301,0,0.017766772
4302,0,0.017765742
4303,0,0.017759999
4304,0,0.017751584
4305,0,0.017751584
4306,0,0.017751584
4307,0,0.017751584
4308,0,0.017751118
4309,0,0.017747784
4310,0,0.017744265
4311,0,0.017741477
4312,0,0.017737804
4313,0,0.017735086
4314,0,0.017730851
4315,0,0.017727753
4316,0,0.017727654
4317,0,0.017727254
4318,0,0.017721759
4319,0,0.017720308
4320,0,0.017718788
4321,0,0.017705349
4322,0,0.017704105
4323,0,0.017701615
4324,0,0.017694684
4325,0,0.017692002
4326,0,0.017690675
4327,0,0.017682059
4328,0,0.017675813
4329,0,0.017672885
4330,0,0.017661771
4331,0,0.017661069
4332,0,0.017661069
4333,0,0.017661069
4334,0,0.017661069
4335,0,0.017661069
4336,0,0.017661069
4337,0,0.01765928
4338,0,0.017657237
4339,0,0.01765316
4340,0,0.017640769
4341,0,0.017640067
4342,0,0.017626438
4343,0,0.017624298
4344,0,0.017622121
4345,0,0.01760787
4346,0,0.017603286
4347,0,0.017594183
4348,0,0.017582096
4349,0,0.017579995
4350,0,0.017579157
4351,0,0.017576942
4352,0,0.017576678
4353,0,0.017576678
4354,0,0.017576678
4355,0,0.017576678
4356,0,0.017576678
4357,0,0.017576678
4358,0,0.017576678
4359,0,0.017576678
4360,0,0.017576678
4361,0,0.017576678
4362,0,0.017576678
4363,0,0.017576678
4364,0,0.017576678
4365,0,0.017576678
4366,0,0.017576678
4367,0,0.017576678
4368,0,0.017576678
4369,0,0.017566593
4370,0,0.017562225
4371,0,0.017546026
4372,0,0.017534841
4373,0,0.017526077
4374,0,0.017502094
4375,0,0.017501315
4376,0,0.017499382
4377,0,0.01749819
4378,0,0.017496495
4379,0,0.017496387
4380,0,0.017495602
4381,0,0.017489027
4382,0,0.017483229
4383,0,0.017483229
4384,0,0.017483229
4385,0,0.017483229
4386,0,0.017483229
4387,0,0.017483229
4388,0,0.017483229
4389,0,0.017483229
4390,0,0.017483229
4391,0,0.017483229
4392,0,0.017483229
4393,0,0.017483229
4394,0,0.017483229
4395,0,0.017483229
4396,0,0.017483229
4397,0,0.017483229
4398,0,0.017483229
4399,0,0.017483229
4400,0,0.017483229
4401,0,0.017483229
4402,0,0.017483229
4403,0,0.017483229
4404,0,0.017483229
4405,0,0.017483229
4406,0,0.017483229
4407,0,0.017483229
4408,0,0.017483229
4409,0,0.017483229
4410,0,0.017483229
4411,0,0.017483229
4412,0,0.017483229
4413,0,0.017483229
4414,0,0.017483229
4415,0,0.017483229
4416,0,0.017483229
4417,0,0.017483229
4418,0,0.017483229
4419,1,0.017483229
4420,0,0.017483229
4421,0,0.017483229
4422,0,0.017483229
4423,0,0.017483229
4424,0,0.017483229
4425,0,0.017483229
4426,0,0.017483229
4427,0,0.017483229
4428,0,0.017483229
4429,0,0.017483229
4430,0,0.017483229
4431,0,0.017483229
4432,0,0.017483229
4433,0,0.017483229
4434,0,0.017483229
4435,0,0.017483229
4436,0,0.017483229
4437,0,0.017483229
4438,0,0.017483229
4439,0,0.017483229
4440,0,0.017483229
4441,0,0.017483229
4442,0,0.017483229
4443,0,0.017483229
4444,0,0.017483229
4445,0,0.017483229
4446,0,0.017483229
4447,0,0.017483229
4448,0,0.017482737
4449,0,0.017472813
4450,0,0.017472813
4451,0,0.017472813
4452,0,0.017472813
4453,0,0.017472813
4454,0,0.017472813
4455,0,0.017472813
4456,0,0.01746998
4457,0,0.017465202
4458,0,0.017458666
4459,0,0.017456662
4460,0,0.017454486
4461,0,0.017443858
4462,0,0.017434169
4463,0,0.017433491
4464,0,0.017428564
4465,0,0.017428564
4466,0,0.017420907
4467,0,0.017418573
4468,0,0.017410299
4469,0,0.017408211
4470,0,0.017401638
4471,0,0.017386194
4472,0,0.017384103
4473,0,0.017384103
4474,0,0.017384103
4475,0,0.017384103
4476,0,0.017384103
4477,0,0.017384103
4478,0,0.017383914
4479,0,0.017383562
4480,0,0.017383277
4481,0,0.017381683
4482,0,0.017380388
4483,0,0.017379109
4484,0,0.017373206
4485,0,0.017370764
4486,0,0.017353849
4487,0,0.017353849
4488,0,0.017348135
4489,0,0.017343437
4490,0,0.017341601
4491,0,0.017341342
4492,0,0.017337862
4493,0,0.017331464
4494,0,0.017331269
4495,0,0.017322458
4496,0,0.017320098
4497,0,0.01731424
4498,0,0.017313443
4499,0,0.017306685
4500,0,0.017303413
4501,0,0.017292509
4502,0,0.017291469
4503,0,0.017286725
4504,0,0.017279241
4505,0,0.017269447
4506,0,0.017258946
4507,0,0.017254118
4508,0,0.017252414
4509,0,0.017252397
4510,0,0.017252397
4511,0,0.017252397
4512,0,0.017252397
4513,0,0.017252397
4514,0,0.017252397
4515,0,0.017252397
4516,0,0.017252397
4517,0,0.017252397
4518,0,0.017235313
4519,0,0.01722886
4520,0,0.01722664
4521,0,0.017224364
4522,0,0.017224137
4523,0,0.017221231
4524,0,0.017220378
4525,0,0.017217755
4526,0,0.017217755
4527,0,0.017217755
4528,0,0.017217755
4529,0,0.017216293
4530,0,0.017207278
4531,0,0.017206736
4532,0,0.017197266
4533,0,0.017190607
4534,0,0.017189192
4535,0,0.017182102
4536,0,0.017180171
4537,0,0.017176805
4538,0,0.017175712
4539,0,0.017175324
4540,0,0.017174263
4541,0,0.017156677
4542,0,0.017154489
4543,0,0.017147368
4544,0,0.017140763
4545,0,0.017140763
4546,0,0.017139509
4547,0,0.017134925
4548,0,0.017133381
4549,0,0.017126013
4550,0,0.017114338
4551,0,0.017113857
4552,0,0.017108228
4553,0,0.017108228
4554,0,0.017106408
4555,0,0.017099392
4556,0,0.017089298
4557,0,0.017089058
4558,0,0.017074855
4559,0,0.017057331
4560,0,0.01705681
4561,0,0.017049983
4562,0,0.017046388
4563,0,0.017046211
4564,0,0.017043615
4565,0,0.017042777
4566,0,0.017042631
4567,0,0.017033163
4568,0,0.017025834
4569,0,0.017017825
4570,0,0.017010981
4571,0,0.01700709
4572,0,0.017007044
4573,0,0.017006818
4574,0,0.017006628
4575,0,0.016998261
4576,0,0.016994866
4577,0,0.016993035
4578,0,0.016990278
4579,0,0.016987627
4580,0,0.016981967
4581,0,0.016976522
4582,0,0.016974056
4583,0,0.016973514
4584,0,0.016971787
4585,0,0.01696917
4586,0,0.01696917
4587,0,0.01696917
4588,0,0.01696917
4589,0,0.01696917
4590,0,0.01696917
4591,0,0.01696917
4592,0,0.01696917
4593,0,0.01696917
4594,0,0.01696917
4595,0,0.01696917
4596,0,0.01696917
4597,0,0.01696917
4598,0,0.01696917
4599,0,0.01696917
4600,0,0.016948542
4601,0,0.016947215
4602,0,0.016946826
4603,0,0.016946247
4604,0,0.016944539
4605,0,0.016943322
4606,0,0.016941195
4607,0,0.016939208
4608,0,0.016935825
4609,0,0.016933223
4610,0,0.016932525
4611,0,0.016918022
4612,0,0.016908824
4613,0,0.016901517
4614,0,0.016899759
4615,0,0.016896131
4616,0,0.016894398
4617,0,0.016894398
4618,0,0.016894398
4619,0,0.016894398
4620,0,0.016894398
4621,0,0.016894398
4622,0,0.016892448
4623,0,0.016888607
4624,0,0.016886557
4625,0,0.016886227
4626,0,0.016886227
4627,0,0.016886227
4628,0,0.016886227
4629,0,0.016883019
4630,0,0.016880583
4631,0,0.016877165
4632,0,0.016875321
4633,0,0.016871532
4634,0,0.016869539
4635,0,0.016868955
4636,0,0.016865285
4637,0,0.016861742
4638,0,0.016858518
4639,0,0.01683986
4640,0,0.016838249
4641,0,0.016828978
4642,0,0.016824977
4643,0,0.016822621
4644,0,0.016820639
4645,0,0.016818337
4646,0,0.016818305
4647,0,0.016816854
4648,0,0.016814603
4649,0,0.016814562
4650,0,0.016812876
4651,0,0.016804727
4652,0,0.016800683
4653,0,0.016798606
4654,0,0.016798148
4655,0,0.016795754
4656,0,0.016795637
4657,0,0.016794859
4658,0,0.016787929
4659,0,0.016787726
4660,0,0.016787652
4661,0,0.01678689
4662,0,0.01678157
4663,0,0.016780391
4664,0,0.01677799
4665,0,0.01676424
4666,0,0.016737677
4667,0,0.016734492
4668,0,0.016734492
4669,0,0.016734492
4670,0,0.016734492
4671,0,0.016734492
4672,0,0.016734492
4673,0,0.016734492
4674,0,0.016732093
4675,0,0.016723998
4676,0,0.016722234
4677,0,0.016717819
4678,0,0.016709231
4679,0,0.016709184
4680,0,0.016704718
4681,0,0.016699253
4682,0,0.016695293
4683,0,0.01669357
4684,0,0.016690165
4685,0,0.016689908
4686,0,0.016689803
4687,0,0.016688867
4688,0,0.016685417
4689,0,0.016677337
4690,0,0.016673559
4691,0,0.016671058
4692,0,0.016666353
4693,0,0.0166634
4694,0,0.016651697
4695,0,0.016650878
4696,0,0.016650878
4697,0,0.016650878
4698,0,0.016650878
4699,0,0.016650878
4700,0,0.01664369
4701,0,0.01664333
4702,0,0.016641473
4703,0,0.016635731
4704,0,0.016634194
4705,0,0.016633922
4706,0,0.016616601
4707,0,0.016605601
4708,0,0.016595589
4709,0,0.016595248
4710,0,0.016590035
4711,0,0.016589701
4712,0,0.01658606
4713,0,0.016567443
4714,0,0.01656588
4715,0,0.01656588
4716,0,0.01656588
4717,0,0.01656588
4718,0,0.016565703
4719,0,0.016563263
4720,0,0.016562672
4721,0,0.016562277
4722,0,0.016561082
4723,0,0.016558232
4724,0,0.016554272
4725,0,0.016549831
4726,0,0.016548704
4727,0,0.016547395
4728,0,0.016546091
4729,0,0.016535813
4730,0,0.016525798
4731,0,0.016523294
4732,0,0.016521048
4733,0,0.016518863
4734,0,0.016517514
4735,0,0.016514525
4736,0,0.016514247
4737,0,0.016506938
4738,0,0.016506318
4739,0,0.016502185
4740,0,0.016492095
4741,0,0.016491711
4742,0,0.016484864
4743,0,0.016484864
4744,0,0.016484864
4745,0,0.016484864
4746,0,0.016484864
4747,0,0.016484864
4748,0,0.016484864
4749,0,0.016484864
4750,0,0.016484864
4751,0,0.016484864
4752,0,0.016484864
4753,0,0.016484864
4754,0,0.016484864
4755,0,0.016484864
4756,0,0.016484864
4757,0,0.016484864
4758,0,0.016484864
4759,0,0.016484864
4760,0,0.016484864
4761,0,0.016484864
4762,0,0.016484864
4763,0,0.016484864
4764,0,0.016484864
4765,0,0.016484864
4766,0,0.016484864
4767,0,0.016484864
4768,0,0.016484719
4769,0,0.016484719
4770,0,0.016483158
4771,0,0.016474087
4772,0,0.016470062
4773,0,0.016463658
4774,0,0.016462229
4775,0,0.016459936
4776,0,0.016459551
4777,0,0.016456163
4778,0,0.016456163
4779,0,0.016456163
4780,0,0.016456163
4781,0,0.016456163
4782,0,0.016456163
4783,0,0.016456163
4784,0,0.016456163
4785,0,0.016456163
4786,0,0.016456163
4787,0,0.01644052
4788,0,0.016436391
4789,0,0.016430549
4790,0,0.016419796
4791,0,0.016413759
4792,0,0.016413499
4793,0,0.016413391
4794,0,0.016407402
4795,0,0.016402356
4796,0,0.016387975
4797,0,0.016375536
4798,0,0.016371168
4799,0,0.016370531
4800,0,0.016370507
4801,0,0.016369892
4802,0,0.016366791
4803,0,0.016364925
4804,0,0.016364381
4805,0,0.016358899
4806,0,0.016358288
4807,0,0.016356554
4808,0,0.016355265
4809,0,0.016354254
4810,0,0.016335232
4811,0,0.016335232
4812,0,0.016335232
4813,0,0.016335232
4814,0,0.016335232
4815,0,0.016335232
4816,0,0.016335232
4817,0,0.016335232
4818,0,0.016335232
4819,0,0.016335232
4820,0,0.016335232
4821,0,0.016335232
4822,0,0.016335232
4823,0,0.016335232
4824,0,0.016335232
4825,0,0.016335232
4826,0,0.016334061
4827,0,0.016333332
4828,0,0.016332535
4829,0,0.016327288
4830,0,0.016322188
4831,0,0.016310019
4832,0,0.016308725
4833,0,0.016307618
4834,0,0.016306905
4835,0,0.016305661
4836,0,0.016300658
4837,0,0.016287116
4838,0,0.016285541
4839,0,0.016277919
4840,0,0.016268164
4841,0,0.016264569
4842,0,0.016260818
4843,0,0.016259253
4844,0,0.016258055
4845,1,0.016258055
4846,0,0.016258055
4847,0,0.016258055
4848,1,0.016258055
4849,0,0.016258055
4850,0,0.016258055
4851,0,0.016258055
4852,0,0.016258055
4853,0,0.016258055
4854,0,0.016258055
4855,0,0.016258055
4856,0,0.016258055
4857,0,0.016258055
4858,0,0.016258055
4859,0,0.016258055
4860,0,0.016258055
4861,0,0.016258055
4862,0,0.016258055
4863,0,0.016258055
4864,0,0.016258055
4865,0,0.016258055
4866,0,0.016258055
4867,0,0.016258055
4868,0,0.016246468
4869,0,0.01624419
4870,0,0.016242567
4871,0,0.016239861
4872,0,0.016234439
4873,0,0.016228423
4874,0,0.016225411
4875,0,0.016217206
4876,0,0.016205251
4877,0,0.0162051
4878,0,0.016203547
4879,0,0.016191831
4880,0,0.016190266
4881,0,0.016189331
4882,0,0.016188459
4883,0,0.016183447
4884,0,0.016182721
4885,0,0.016177051
4886,0,0.016166663
4887,0,0.016165648
4888,0,0.016163463
4889,0,0.016163137
4890,0,0.016162112
4891,0,0.016159369
4892,0,0.016156601
4893,0,0.016151197
4894,0,0.016148992
4895,0,0.016142819
4896,0,0.016140215
4897,0,0.016136898
4898,0,0.016134424
4899,0,0.01612358
4900,0,0.016120782
4901,0,0.016111579
4902,0,0.016111376
4903,0,0.016109727
4904,0,0.016093412
4905,0,0.01609231
4906,0,0.016084172
4907,0,0.016082693
4908,0,0.016078437
4909,0,0.016078437
4910,0,0.016078437
4911,0,0.016078437
4912,0,0.016074274
4913,0,0.016059183
4914,0,0.01605534
4915,0,0.016053248
4916,0,0.016051641
4917,0,0.016051251
4918,0,0.016042765
4919,0,0.016041433
4920,0,0.016035825
4921,0,0.016028773
4922,0,0.016027614
4923,0,0.016024441
4924,0,0.016024441
4925,0,0.016024441
4926,0,0.016024441
4927,0,0.016024441
4928,0,0.016024441
4929,0,0.01602139
4930,0,0.016020508
4931,0,0.016020508
4932,0,0.016020147
4933,0,0.016016787
4934,0,0.016010897
4935,0,0.016005263
4936,0,0.016004257
4937,0,0.016003868
4938,0,0.01600039
4939,0,0.015994243
4940,0,0.015986959
4941,0,0.015981145
4942,0,0.015979959
4943,0,0.015977802
4944,0,0.015975686
4945,0,0.015975686
4946,0,0.015975686
4947,0,0.015975686
4948,0,0.015971251
4949,0,0.015969206
4950,0,0.01596746
4951,0,0.015950708
4952,0,0.015950371
4953,0,0.015939986
4954,0,0.015936678
4955,0,0.015929503
4956,0,0.015925728
4957,0,0.015917249
4958,0,0.015911408
4959,0,0.015907332
4960,0,0.015901837
4961,0,0.015901837
4962,0,0.015901837
4963,0,0.015901837
4964,1,0.015901837
4965,0,0.015901837
4966,0,0.015901837
4967,0,0.015901837
4968,0,0.015901837
4969,0,0.015901837
4970,0,0.015901837
4971,0,0.015901837
4972,0,0.015901837
4973,0,0.015901837
4974,0,0.015901837
4975,0,0.015901837
4976,0,0.015901837
4977,0,0.015901837
4978,0,0.015901837
4979,0,0.015901837
4980,0,0.015901837
4981,0,0.015901837
4982,0,0.015901837
4983,0,0.015901837
4984,0,0.015901837
4985,0,0.015901837
4986,0,0.015901837
4987,0,0.015901837
4988,0,0.015901837
4989,0,0.015901837
4990,0,0.015901837
4991,0,0.015901837
4992,0,0.015901837
4993,0,0.015901837
4994,0,0.015901837
4995,0,0.015901837
4996,0,0.015901837
4997,0,0.015901837
4998,0,0.015901837
4999,0,0.015901837
5000,0,0.015901837
5001,0,0.015901837
5002,0,0.015901837
5003,0,0.015901837
5004,0,0.015901837
5005,0,0.015901837
5006,0,0.015901837
5007,0,0.015901837
5008,0,0.015899152
5009,0,0.015895057
5010,0,0.01589038
5011,0,0.015888667
5012,0,0.015882561
5013,0,0.015879618
5014,0,0.015873106
5015,0,0.015868325
5016,0,0.015868325
5017,0,0.015868325
5018,0,0.015868325
5019,0,0.015868325
5020,0,0.015868325
5021,0,0.015868325
5022,0,0.015868325
5023,0,0.015868325
5024,0,0.015868325
5025,0,0.015868325
5026,0,0.015868325
5027,0,0.015868325
5028,0,0.015868325
5029,0,0.015868325
5030,0,0.015868325
5031,0,0.015868325
5032,0,0.015868325
5033,0,0.015868325
5034,0,0.015868325
5035,0,0.015868325
5036,0,0.015868325
5037,0,0.015868325
5038,0,0.015868325
5039,0,0.015868325
5040,0,0.015868325
5041,0,0.015868325
5042,0,0.015868325
5043,0,0.015868325
5044,0,0.015868325
5045,0,0.015868325
5046,0,0.015868325
5047,0,0.015868325
5048,0,0.015868325
5049,0,0.015868325
5050,0,0.015868325
5051,0,0.015868325
5052,0,0.015868325
5053,0,0.015868325
5054,0,0.015868325
5055,0,0.015857039
5056,0,0.015856184
5057,0,0.015855521
5058,0,0.015853632
5059,0,0.015853498
5060,0,0.01585035
5061,0,0.015836166
5062,0,0.015832784
5063,0,0.015831269
5064,0,0.015828358
5065,0,0.015826544
5066,0,0.015825422
5067,0,0.015822623
5068,0,0.015812306
5069,0,0.015797693
5070,0,0.015795099
5071,0,0.015792076
5072,0,0.015789162
5073,0,0.015787585
5074,0,0.015785582
5075,0,0.015782977
5076,0,0.015781909
5077,0,0.015777422
5078,0,0.015777363
5079,0,0.015777215
5080,0,0.01576742
5081,0,0.015766021
5082,0,0.015762351
5083,1,0.015761465
5084,0,0.015756939
5085,0,0.015755342
5086,0,0.01575426
5087,0,0.015749931
5088,0,0.015742896
5089,0,0.015734445
5090,0,0.015733277
5091,0,0.015731785
5092,0,0.015726944
5093,0,0.015724359
5094,0,0.015723282
5095,0,0.01572278
5096,0,0.015720936
5097,0,0.015717054
5098,0,0.015717054
5099,0,0.015717054
5100,0,0.015716774
5101,0,0.015716746
5102,0,0.015714694
5103,0,0.015707623
5104,0,0.015704725
5105,0,0.015700378
5106,0,0.015700378
5107,0,0.015700378
5108,0,0.015700378
5109,0,0.015699523
5110,0,0.015695175
5111,0,0.015694601
5112,0,0.015693555
5113,0,0.015680788
5114,0,0.015670665
5115,0,0.015667105
5116,0,0.015665794
5117,0,0.01565937
5118,0,0.015658738
5119,0,0.015644308
5120,0,0.015644191
5121,0,0.015644191
5122,0,0.015644191
5123,0,0.015644191
5124,0,0.015644191
5125,0,0.015644191
5126,0,0.015644191
5127,0,0.015644191
5128,0,0.015644191
5129,0,0.015644191
5130,0,0.015644191
5131,0,0.015644191
5132,0,0.015644191
5133,0,0.015644191
5134,0,0.015644191
5135,0,0.015644191
5136,0,0.015644191
5137,0,0.015644191
5138,0,0.015644191
5139,0,0.015644191
5140,0,0.015644191
5141,0,0.015644191
5142,0,0.015644191
5143,0,0.015644191
5144,0,0.015644191
5145,0,0.015644191
5146,0,0.015644191
5147,0,0.015644191
5148,0,0.015644191
5149,0,0.015644191
5150,0,0.015644191
5151,0,0.015644191
5152,0,0.015644191
5153,0,0.015644191
5154,0,0.015644191
5155,0,0.015644191
5156,0,0.015644191
5157,0,0.015644191
5158,0,0.015644191
5159,0,0.015644191
5160,0,0.015644191
5161,0,0.015644191
5162,0,0.015644191
5163,0,0.015644191
5164,0,0.015644191
5165,0,0.015644191
5166,0,0.015644191
5167,0,0.015644191
5168,0,0.015644191
5169,0,0.015644191
5170,0,0.01563854
5171,0,0.015638355
5172,0,0.015627064
5173,0,0.015621989
5174,0,0.015618271
5175,0,0.015612779
5176,0,0.015611081
5177,0,0.015610128
5178,0,0.015608267
5179,0,0.015601983
5180,0,0.015598424
5181,0,0.015595905
5182,0,0.015593473
5183,0,0.015591417
5184,0,0.015588836
5185,0,0.015588628
5186,0,0.015583947
5187,0,0.015582046
5188,0,0.015581074
5189,0,0.015579909
5190,0,0.015566707
5191,0,0.015564092
5192,0,0.015562184
5193,0,0.015561389
5194,0,0.015559993
5195,0,0.015552158
5196,0,0.015549079
5197,0,0.015545385
5198,0,0.015544494
5199,0,0.015541672
5200,0,0.015534442
5201,0,0.015528653
5202,0,0.015528057
5203,0,0.015527383
5204,0,0.015519967
5205,0,0.015509319
5206,0,0.01550776
5207,0,0.015507601
5208,0,0.01549808
5209,0,0.015486313
5210,0,0.015482636
5211,0,0.015480296
5212,0,0.015479278
5213,0,0.015462268
5214,0,0.015457884
5215,0,0.015457615
5216,0,0.015456599
5217,0,0.015454603
5218,0,0.0154534
5219,0,0.015450948
5220,0,0.015444014
5221,0,0.015443363
5222,0,0.015437787
5223,0,0.015436172
5224,0,0.015435926
5225,0,0.01542758
5226,0,0.01542758
5227,0,0.01542742
5228,0,0.015420686
5229,0,0.015419296
5230,0,0.015409742
5231,0,0.015403024
5232,0,0.015403024
5233,0,0.015402148
5234,0,0.015401475
5235,0,0.015397918
5236,0,0.015396575
5237,0,0.01539471
5238,0,0.01539471
5239,0,0.01539471
5240,0,0.01539471
5241,0,0.015388609
5242,0,0.015381424
5243,0,0.015379357
5244,0,0.015378404
5245,0,0.015378107
5246,0,0.015377393
5247,0,0.015376245
5248,0,0.01537605
5249,0,0.015371143
5250,0,0.015371143
5251,0,0.015371143
5252,0,0.015371143
5253,0,0.015371143
5254,0,0.015370377
5255,0,0.015366423
5256,0,0.015363127
5257,0,0.015362918
5258,0,0.015362326
5259,0,0.015362326
5260,0,0.015362326
5261,0,0.015362326
5262,0,0.015357278
5263,0,0.015352909
5264,0,0.01533945
5265,0,0.015335547
5266,0,0.015335547
5267,0,0.015335547
5268,0,0.015335547
5269,0,0.015335547
5270,0,0.015328441
5271,0,0.015328349
5272,0,0.015322317
5273,0,0.015322303
5274,0,0.015321564
5275,0,0.015320309
5276,0,0.015316994
5277,0,0.015309445
5278,0,0.015299256
5279,0,0.015286517
5280,0,0.015283803
5281,0,0.015282963
5282,0,0.015268195
5283,0,0.015262526
5284,0,0.015262103
5285,0,0.015258313
5286,0,0.015257496
5287,0,0.015257159
5288,0,0.015257159
5289,0,0.015257159
5290,0,0.015257159
5291,0,0.015244899
5292,0,0.015244841
5293,0,0.015238592
5294,0,0.015238315
5295,0,0.015234637
5296,0,0.015234
5297,0,0.015228084
5298,0,0.015226977
5299,0,0.01522454
5300,0,0.015223647
5301,0,0.015223337
5302,0,0.01520949
5303,0,0.015208005
5304,0,0.015206291
5305,0,0.015195142
5306,0,0.015192666
5307,0,0.015190091
5308,0,0.015187608
5309,0,0.015179743
5310,0,0.015179736
5311,0,0.015172338
5312,0,0.01517226
5313,0,0.015172239
5314,0,0.015165351
5315,0,0.015163037
5316,0,0.015162509
5317,0,0.015158438
5318,0,0.015158438
5319,0,0.015158438
5320,0,0.015151206
5321,0,0.015147323
5322,0,0.015146639
5323,0,0.015144065
5324,0,0.015137252
5325,0,0.015137252
5326,0,0.015131376
5327,0,0.015129841
5328,0,0.015126253
5329,0,0.015122104
5330,0,0.015118661
5331,0,0.015113586
5332,0,0.015109794
5333,0,0.015108958
5334,0,0.015104587
5335,0,0.015101538
5336,0,0.015101254
5337,0,0.015097821
5338,0,0.015097164
5339,0,0.015097164
5340,0,0.015092575
5341,0,0.015086303
5342,0,0.015072417
5343,0,0.01506415
5344,0,0.015050819
5345,0,0.015050446
5346,0,0.015049145
5347,0,0.01504229
5348,0,0.015040905
5349,0,0.015035791
5350,0,0.015035791
5351,0,0.015035791
5352,0,0.015035791
5353,0,0.015035791
5354,0,0.015035791
5355,0,0.015035791
5356,0,0.015035791
5357,0,0.015035791
5358,0,0.015035791
5359,0,0.015035791
5360,0,0.015035791
5361,0,0.015035791
5362,0,0.015035791
5363,1,0.015035791
5364,0,0.015035791
5365,0,0.015035791
5366,0,0.015030893
5367,0,0.015021175
5368,0,0.015020448
5369,0,0.015019072
5370,0,0.015017893
5371,0,0.015014424
5372,0,0.015010307
5373,0,0.015007359
5374,0,0.015005139
