,outcome,prediction
1192,0,0.055416938
1193,0,0.055408627
1194,0,0.055295907
1195,0,0.055126045
1196,0,0.055075303
1197,0,0.055048257
1198,0,0.054891162
1199,0,0.054845374
1200,0,0.054822728
1201,0,0.054807264
1202,0,0.054791559
1203,0,0.054570556
1204,0,0.054538883
1205,0,0.054464359
1206,0,0.054449871
1207,0,0.054426722
1208,0,0.054408226
1209,0,0.054370653
1210,0,0.054277856
1211,0,0.054277502
1212,0,0.054180708
1213,0,0.054152198
1214,0,0.054145344
1215,0,0.054124594
1216,0,0.054117247
1217,0,0.054091621
1218,0,0.054086559
1219,0,0.054079615
1220,0,0.0540388
1221,0,0.054023106
1222,0,0.053942986
1223,1,0.053931165
1224,0,0.053928953
1225,0,0.053818498
1226,0,0.053680755
1227,0,0.053655077
1228,0,0.053594463
1229,0,0.05358085
1230,0,0.053579722
1231,0,0.053554643
1232,0,0.053511437
1233,0,0.05340936
1234,0,0.053394631
1235,0,0.053392712
1236,0,0.053382207
1237,0,0.053349625
1238,0,0.053318113
1239,0,0.053282432
1240,0,0.053184789
1241,0,0.053165015
1242,0,0.05312318
1243,0,0.053085346
1244,0,0.053068448
1245,0,0.053037032
1246,0,0.052988589
1247,0,0.052960481
1248,0,0.052877035
1249,0,0.052834611
1250,0,0.052829038
1251,0,0.052826606
1252,0,0.052799258
1253,0,0.05263916
1254,0,0.052628674
1255,0,0.052594237
1256,1,0.052592482
1257,0,0.052592482
1258,0,0.052592482
1259,0,0.052592482
1260,0,0.052577749
1261,0,0.052537043
1262,1,0.052514888
1263,0,0.052499473
1264,0,0.052413478
1265,0,0.05232374
1266,0,0.0522293
1267,0,0.052149903
1268,0,0.052134879
1269,0,0.05212928
1270,0,0.051873755
1271,0,0.051862936
1272,0,0.051843014
1273,0,0.051826719
1274,0,0.051815636
1275,0,0.051766802
1276,0,0.051739268
1277,0,0.051686838
1278,0,0.051676396
1279,1,0.051607225
1280,0,0.051607225
1281,0,0.051581021
1282,0,0.051477324
1283,0,0.051406097
1284,0,0.051401351
1285,0,0.051391158
1286,0,0.051391158
1287,0,0.051368032
1288,0,0.051347226
1289,0,0.051347133
1290,0,0.051213074
1291,0,0.051211391
1292,0,0.051206883
1293,0,0.051200248
1294,0,0.051168069
1295,0,0.051059056
1296,0,0.050937902
1297,0,0.050890654
1298,0,0.050882112
1299,0,0.050863773
1300,0,0.050853312
1301,0,0.050608434
1302,0,0.050551575
1303,0,0.050470714
1304,0,0.050411627
1305,0,0.050368298
1306,0,0.050368298
1307,0,0.050368298
1308,0,0.050328363
1309,0,0.050259113
1310,0,0.050155599
1311,0,0.050139207
1312,0,0.050103977
1313,0,0.050066136
1314,0,0.049986321
1315,0,0.0499845
1316,0,0.049929399
1317,0,0.049868386
1318,0,0.049732104
1319,0,0.049688585
1320,0,0.049655136
1321,0,0.049548272
1322,0,0.049369719
1323,0,0.049357209
1324,0,0.049309462
1325,0,0.049276505
1326,0,0.049240369
1327,0,0.049234141
1328,0,0.049202777
1329,0,0.049156189
1330,0,0.049074106
1331,0,0.048950553
1332,0,0.0489108
1333,0,0.048906662
1334,0,0.048887547
1335,0,0.048861489
1336,0,0.048802279
1337,0,0.048775304
1338,0,0.048756916
1339,0,0.048720177
1340,0,0.048718199
1341,0,0.048658945
1342,0,0.048655182
1343,0,0.048517413
1344,0,0.048465908
1345,0,0.048449159
1346,0,0.048366044
1347,0,0.048356604
1348,0,0.04832074
1349,0,0.048298895
1350,0,0.048204787
1351,0,0.048201177
1352,0,0.048174828
1353,0,0.048167653
1354,0,0.048152938
1355,0,0.048151698
1356,0,0.048114467
1357,0,0.048077475
